DIA,EVENTO,LOTE
2020-01-01 00:00:00,1,J_9-5-134
2020-01-01 00:00:00,0,J_1-5-143
2020-01-01 00:00:00,0,J_6-5-66
2020-01-01 00:00:00,1,J_5-6-122
2020-01-01 00:00:00,0,J_9-6-60
2020-01-01 00:00:00,1,J_8-7-114
2020-01-01 00:00:00,0,J_5-7-112
2020-01-01 00:00:00,1,J_2-7-70
2020-01-01 00:00:00,0,J_1-7-97
2020-01-02 00:00:00,0,J_8-1-58
2020-01-02 00:00:00,0,J_6-2-138
2020-01-02 00:00:00,0,J_7-2-120
2020-01-02 00:00:00,0,J_6-2-45
2020-01-02 00:00:00,1,J_9-3-65
2020-01-02 00:00:00,1,J_4-3-40
2020-01-02 00:00:00,0,J_2-3-149
2020-01-02 00:00:00,0,J_4-3-118
2020-01-02 00:00:00,0,J_3-4-80
2020-01-02 00:00:00,1,J_7-4-29
2020-01-02 00:00:00,0,J_8-4-148
2020-01-02 00:00:00,1,J_6-5-110
2020-01-02 00:00:00,0,J_6-5-146
2020-01-02 00:00:00,1,J_2-5-133
2020-01-02 00:00:00,0,J_8-5-27
2020-01-02 00:00:00,0,J_9-5-134
2020-01-02 00:00:00,0,J_1-5-143
2020-01-02 00:00:00,1,J_6-5-66
2020-01-02 00:00:00,1,J_5-6-122
2020-01-02 00:00:00,1,J_9-6-60
2020-01-02 00:00:00,1,J_8-7-114
2020-01-02 00:00:00,1,J_5-7-112
2020-01-02 00:00:00,1,J_2-7-70
2020-01-02 00:00:00,1,J_1-7-97
2020-01-02 00:00:00,0,J_6-8-45
2020-01-02 00:00:00,0,J_6-8-118
2020-01-02 00:00:00,0,J_3-8-102
2020-01-03 00:00:00,1,J_8-1-58
2020-01-03 00:00:00,1,J_6-2-138
2020-01-03 00:00:00,1,J_7-2-120
2020-01-03 00:00:00,0,J_6-2-45
2020-01-03 00:00:00,1,J_9-3-65
2020-01-03 00:00:00,0,J_4-3-40
2020-01-03 00:00:00,0,J_2-3-149
2020-01-03 00:00:00,0,J_4-3-118
2020-01-03 00:00:00,0,J_3-4-80
2020-01-03 00:00:00,1,J_7-4-29
2020-01-03 00:00:00,0,J_8-4-148
2020-01-03 00:00:00,0,J_6-5-110
2020-01-03 00:00:00,0,J_6-5-146
2020-01-03 00:00:00,1,J_2-5-133
2020-01-03 00:00:00,0,J_8-5-27
2020-01-03 00:00:00,0,J_9-5-134
2020-01-03 00:00:00,0,J_1-5-143
2020-01-03 00:00:00,0,J_6-5-66
2020-01-03 00:00:00,0,J_5-6-122
2020-01-03 00:00:00,1,J_9-6-60
2020-01-03 00:00:00,0,J_8-7-114
2020-01-03 00:00:00,1,J_5-7-112
2020-01-03 00:00:00,0,J_2-7-70
2020-01-03 00:00:00,1,J_1-7-97
2020-01-03 00:00:00,0,J_6-8-45
2020-01-03 00:00:00,1,J_6-8-118
2020-01-03 00:00:00,0,J_3-8-102
2020-01-03 00:00:00,1,J_2-9-76
2020-01-03 00:00:00,0,J_3-9-27
2020-01-03 00:00:00,1,J_3-9-82
2020-01-04 00:00:00,0,J_8-1-58
2020-01-04 00:00:00,0,J_6-2-138
2020-01-04 00:00:00,0,J_7-2-120
2020-01-04 00:00:00,0,J_6-2-45
2020-01-04 00:00:00,0,J_9-3-65
2020-01-04 00:00:00,0,J_4-3-40
2020-01-04 00:00:00,1,J_2-3-149
2020-01-04 00:00:00,0,J_4-3-118
2020-01-04 00:00:00,0,J_3-4-80
2020-01-04 00:00:00,1,J_7-4-29
2020-01-04 00:00:00,0,J_8-4-148
2020-01-04 00:00:00,1,J_6-5-110
2020-01-04 00:00:00,1,J_6-5-146
2020-01-04 00:00:00,1,J_2-5-133
2020-01-04 00:00:00,0,J_8-5-27
2020-01-04 00:00:00,1,J_9-5-134
2020-01-04 00:00:00,0,J_1-5-143
2020-01-04 00:00:00,1,J_6-5-66
2020-01-04 00:00:00,1,J_5-6-122
2020-01-04 00:00:00,1,J_9-6-60
2020-01-04 00:00:00,0,J_8-7-114
2020-01-04 00:00:00,0,J_5-7-112
2020-01-04 00:00:00,0,J_2-7-70
2020-01-04 00:00:00,0,J_1-7-97
2020-01-04 00:00:00,0,J_6-8-45
2020-01-04 00:00:00,1,J_6-8-118
2020-01-04 00:00:00,0,J_3-8-102
2020-01-04 00:00:00,1,J_2-9-76
2020-01-04 00:00:00,1,J_3-9-27
2020-01-04 00:00:00,0,J_3-9-82
2020-01-04 00:00:00,0,J_6-10-139
2020-01-04 00:00:00,0,J_6-10-81
2020-01-04 00:00:00,0,J_4-10-36
2020-01-04 00:00:00,0,J_1-10-91
2020-01-04 00:00:00,1,J_9-10-120
2020-01-04 00:00:00,0,J_6-10-88
2020-01-05 00:00:00,0,J_8-1-58
2020-01-05 00:00:00,0,J_6-2-138
2020-01-05 00:00:00,0,J_7-2-120
2020-01-05 00:00:00,1,J_6-2-45
2020-01-05 00:00:00,1,J_9-3-65
2020-01-05 00:00:00,0,J_4-3-40
2020-01-05 00:00:00,0,J_2-3-149
2020-01-05 00:00:00,0,J_4-3-118
2020-01-05 00:00:00,0,J_3-4-80
2020-01-05 00:00:00,1,J_7-4-29
2020-01-05 00:00:00,1,J_8-4-148
2020-01-05 00:00:00,0,J_6-5-110
2020-01-05 00:00:00,1,J_6-5-146
2020-01-05 00:00:00,0,J_2-5-133
2020-01-05 00:00:00,0,J_8-5-27
2020-01-05 00:00:00,0,J_9-5-134
2020-01-05 00:00:00,0,J_1-5-143
2020-01-05 00:00:00,1,J_6-5-66
2020-01-05 00:00:00,1,J_5-6-122
2020-01-05 00:00:00,0,J_9-6-60
2020-01-05 00:00:00,0,J_8-7-114
2020-01-05 00:00:00,0,J_5-7-112
2020-01-05 00:00:00,0,J_2-7-70
2020-01-05 00:00:00,1,J_1-7-97
2020-01-05 00:00:00,1,J_6-8-45
2020-01-05 00:00:00,0,J_6-8-118
2020-01-05 00:00:00,1,J_3-8-102
2020-01-05 00:00:00,1,J_2-9-76
2020-01-05 00:00:00,0,J_3-9-27
2020-01-05 00:00:00,1,J_3-9-82
2020-01-05 00:00:00,0,J_6-10-139
2020-01-05 00:00:00,1,J_6-10-81
2020-01-05 00:00:00,0,J_4-10-36
2020-01-05 00:00:00,0,J_1-10-91
2020-01-05 00:00:00,0,J_9-10-120
2020-01-05 00:00:00,1,J_6-10-88
2020-01-05 00:00:00,0,J_7-11-49
2020-01-05 00:00:00,1,J_6-11-43
2020-01-05 00:00:00,0,J_1-11-39
2020-01-06 00:00:00,1,J_8-1-58
2020-01-06 00:00:00,0,J_6-2-138
2020-01-06 00:00:00,0,J_7-2-120
2020-01-06 00:00:00,0,J_6-2-45
2020-01-06 00:00:00,1,J_9-3-65
2020-01-06 00:00:00,0,J_4-3-40
2020-01-06 00:00:00,0,J_2-3-149
2020-01-06 00:00:00,1,J_4-3-118
2020-01-06 00:00:00,0,J_3-4-80
2020-01-06 00:00:00,0,J_7-4-29
2020-01-06 00:00:00,1,J_8-4-148
2020-01-06 00:00:00,0,J_6-5-110
2020-01-06 00:00:00,1,J_6-5-146
2020-01-06 00:00:00,0,J_2-5-133
2020-01-06 00:00:00,0,J_8-5-27
2020-01-06 00:00:00,0,J_9-5-134
2020-01-06 00:00:00,1,J_1-5-143
2020-01-06 00:00:00,1,J_6-5-66
2020-01-06 00:00:00,0,J_5-6-122
2020-01-06 00:00:00,0,J_9-6-60
2020-01-06 00:00:00,1,J_8-7-114
2020-01-06 00:00:00,0,J_5-7-112
2020-01-06 00:00:00,1,J_2-7-70
2020-01-06 00:00:00,1,J_1-7-97
2020-01-06 00:00:00,1,J_6-8-45
2020-01-06 00:00:00,0,J_6-8-118
2020-01-06 00:00:00,1,J_3-8-102
2020-01-06 00:00:00,0,J_2-9-76
2020-01-06 00:00:00,0,J_3-9-27
2020-01-06 00:00:00,0,J_3-9-82
2020-01-06 00:00:00,1,J_6-10-139
2020-01-06 00:00:00,0,J_6-10-81
2020-01-06 00:00:00,1,J_4-10-36
2020-01-06 00:00:00,0,J_1-10-91
2020-01-06 00:00:00,0,J_9-10-120
2020-01-06 00:00:00,1,J_6-10-88
2020-01-06 00:00:00,0,J_7-11-49
2020-01-06 00:00:00,1,J_6-11-43
2020-01-06 00:00:00,0,J_1-11-39
2020-01-06 00:00:00,0,J_1-12-126
2020-01-07 00:00:00,0,J_8-1-58
2020-01-07 00:00:00,0,J_6-2-138
2020-01-07 00:00:00,1,J_7-2-120
2020-01-07 00:00:00,0,J_6-2-45
2020-01-07 00:00:00,1,J_9-3-65
2020-01-07 00:00:00,1,J_4-3-40
2020-01-07 00:00:00,1,J_2-3-149
2020-01-07 00:00:00,1,J_4-3-118
2020-01-07 00:00:00,0,J_3-4-80
2020-01-07 00:00:00,1,J_7-4-29
2020-01-07 00:00:00,1,J_8-4-148
2020-01-07 00:00:00,1,J_6-5-110
2020-01-07 00:00:00,0,J_6-5-146
2020-01-07 00:00:00,0,J_2-5-133
2020-01-07 00:00:00,0,J_8-5-27
2020-01-07 00:00:00,0,J_9-5-134
2020-01-07 00:00:00,1,J_1-5-143
2020-01-07 00:00:00,1,J_6-5-66
2020-01-07 00:00:00,1,J_5-6-122
2020-01-07 00:00:00,0,J_9-6-60
2020-01-07 00:00:00,1,J_8-7-114
2020-01-07 00:00:00,0,J_5-7-112
2020-01-07 00:00:00,0,J_2-7-70
2020-01-07 00:00:00,0,J_1-7-97
2020-01-07 00:00:00,1,J_6-8-45
2020-01-07 00:00:00,0,J_6-8-118
2020-01-07 00:00:00,1,J_3-8-102
2020-01-07 00:00:00,1,J_2-9-76
2020-01-07 00:00:00,0,J_3-9-27
2020-01-07 00:00:00,0,J_3-9-82
2020-01-07 00:00:00,1,J_6-10-139
2020-01-07 00:00:00,1,J_6-10-81
2020-01-07 00:00:00,1,J_4-10-36
2020-01-07 00:00:00,0,J_1-10-91
2020-01-07 00:00:00,1,J_9-10-120
2020-01-07 00:00:00,0,J_6-10-88
2020-01-07 00:00:00,0,J_7-11-49
2020-01-07 00:00:00,1,J_6-11-43
2020-01-07 00:00:00,0,J_1-11-39
2020-01-07 00:00:00,0,J_1-12-126
2020-01-07 00:00:00,1,J_8-13-94
2020-01-07 00:00:00,1,J_6-13-29
2020-01-07 00:00:00,0,J_5-13-98
2020-01-07 00:00:00,1,J_6-13-133
2020-01-07 00:00:00,0,J_6-13-119
2020-01-07 00:00:00,0,J_7-13-60
2020-01-08 00:00:00,0,J_8-1-58
2020-01-08 00:00:00,1,J_6-2-138
2020-01-08 00:00:00,0,J_7-2-120
2020-01-08 00:00:00,1,J_6-2-45
2020-01-08 00:00:00,1,J_9-3-65
2020-01-08 00:00:00,1,J_4-3-40
2020-01-08 00:00:00,1,J_2-3-149
2020-01-08 00:00:00,0,J_4-3-118
2020-01-08 00:00:00,1,J_3-4-80
2020-01-08 00:00:00,0,J_7-4-29
2020-01-08 00:00:00,0,J_8-4-148
2020-01-08 00:00:00,0,J_6-5-110
2020-01-08 00:00:00,0,J_6-5-146
2020-01-08 00:00:00,0,J_2-5-133
2020-01-08 00:00:00,0,J_8-5-27
2020-01-08 00:00:00,0,J_9-5-134
2020-01-08 00:00:00,1,J_1-5-143
2020-01-08 00:00:00,0,J_6-5-66
2020-01-08 00:00:00,0,J_5-6-122
2020-01-08 00:00:00,1,J_9-6-60
2020-01-08 00:00:00,0,J_8-7-114
2020-01-08 00:00:00,1,J_5-7-112
2020-01-08 00:00:00,0,J_2-7-70
2020-01-08 00:00:00,1,J_1-7-97
2020-01-08 00:00:00,1,J_6-8-45
2020-01-08 00:00:00,1,J_6-8-118
2020-01-08 00:00:00,0,J_3-8-102
2020-01-08 00:00:00,0,J_2-9-76
2020-01-08 00:00:00,1,J_3-9-27
2020-01-08 00:00:00,0,J_3-9-82
2020-01-08 00:00:00,0,J_6-10-139
2020-01-08 00:00:00,0,J_6-10-81
2020-01-08 00:00:00,1,J_4-10-36
2020-01-08 00:00:00,0,J_1-10-91
2020-01-08 00:00:00,0,J_9-10-120
2020-01-08 00:00:00,0,J_6-10-88
2020-01-08 00:00:00,0,J_7-11-49
2020-01-08 00:00:00,1,J_6-11-43
2020-01-08 00:00:00,1,J_1-11-39
2020-01-08 00:00:00,0,J_1-12-126
2020-01-08 00:00:00,0,J_8-13-94
2020-01-08 00:00:00,0,J_6-13-29
2020-01-08 00:00:00,1,J_5-13-98
2020-01-08 00:00:00,0,J_6-13-133
2020-01-08 00:00:00,1,J_6-13-119
2020-01-08 00:00:00,1,J_7-13-60
2020-01-08 00:00:00,1,J_7-14-123
2020-01-08 00:00:00,0,J_6-14-110
2020-01-08 00:00:00,0,J_7-14-144
2020-01-09 00:00:00,1,J_8-1-58
2020-01-09 00:00:00,0,J_6-2-138
2020-01-09 00:00:00,1,J_7-2-120
2020-01-09 00:00:00,0,J_6-2-45
2020-01-09 00:00:00,1,J_9-3-65
2020-01-09 00:00:00,0,J_4-3-40
2020-01-09 00:00:00,1,J_2-3-149
2020-01-09 00:00:00,1,J_4-3-118
2020-01-09 00:00:00,0,J_3-4-80
2020-01-09 00:00:00,0,J_7-4-29
2020-01-09 00:00:00,0,J_8-4-148
2020-01-09 00:00:00,0,J_6-5-110
2020-01-09 00:00:00,0,J_6-5-146
2020-01-09 00:00:00,0,J_2-5-133
2020-01-09 00:00:00,0,J_8-5-27
2020-01-09 00:00:00,0,J_9-5-134
2020-01-09 00:00:00,1,J_1-5-143
2020-01-09 00:00:00,0,J_6-5-66
2020-01-09 00:00:00,1,J_5-6-122
2020-01-09 00:00:00,1,J_9-6-60
2020-01-09 00:00:00,0,J_8-7-114
2020-01-09 00:00:00,0,J_5-7-112
2020-01-09 00:00:00,0,J_2-7-70
2020-01-09 00:00:00,1,J_1-7-97
2020-01-09 00:00:00,1,J_6-8-45
2020-01-09 00:00:00,1,J_6-8-118
2020-01-09 00:00:00,0,J_3-8-102
2020-01-09 00:00:00,0,J_2-9-76
2020-01-09 00:00:00,1,J_3-9-27
2020-01-09 00:00:00,1,J_3-9-82
2020-01-09 00:00:00,1,J_6-10-139
2020-01-09 00:00:00,0,J_6-10-81
2020-01-09 00:00:00,0,J_4-10-36
2020-01-09 00:00:00,0,J_1-10-91
2020-01-09 00:00:00,0,J_9-10-120
2020-01-09 00:00:00,0,J_6-10-88
2020-01-09 00:00:00,0,J_7-11-49
2020-01-09 00:00:00,0,J_6-11-43
2020-01-09 00:00:00,0,J_1-11-39
2020-01-09 00:00:00,1,J_1-12-126
2020-01-09 00:00:00,1,J_8-13-94
2020-01-09 00:00:00,1,J_6-13-29
2020-01-09 00:00:00,1,J_5-13-98
2020-01-09 00:00:00,1,J_6-13-133
2020-01-09 00:00:00,0,J_6-13-119
2020-01-09 00:00:00,1,J_7-13-60
2020-01-09 00:00:00,0,J_7-14-123
2020-01-09 00:00:00,0,J_6-14-110
2020-01-09 00:00:00,1,J_7-14-144
2020-01-09 00:00:00,0,J_6-15-110
2020-01-09 00:00:00,1,J_2-15-120
2020-01-09 00:00:00,1,J_5-15-66
2020-01-10 00:00:00,0,J_6-2-138
2020-01-10 00:00:00,1,J_7-2-120
2020-01-10 00:00:00,0,J_6-2-45
2020-01-10 00:00:00,1,J_9-3-65
2020-01-10 00:00:00,0,J_4-3-40
2020-01-10 00:00:00,0,J_2-3-149
2020-01-10 00:00:00,0,J_4-3-118
2020-01-10 00:00:00,0,J_3-4-80
2020-01-10 00:00:00,0,J_7-4-29
2020-01-10 00:00:00,0,J_8-4-148
2020-01-10 00:00:00,0,J_6-5-110
2020-01-10 00:00:00,1,J_6-5-146
2020-01-10 00:00:00,1,J_2-5-133
2020-01-10 00:00:00,0,J_8-5-27
2020-01-10 00:00:00,0,J_9-5-134
2020-01-10 00:00:00,0,J_1-5-143
2020-01-10 00:00:00,0,J_6-5-66
2020-01-10 00:00:00,1,J_5-6-122
2020-01-10 00:00:00,0,J_9-6-60
2020-01-10 00:00:00,0,J_8-7-114
2020-01-10 00:00:00,0,J_5-7-112
2020-01-10 00:00:00,1,J_2-7-70
2020-01-10 00:00:00,0,J_1-7-97
2020-01-10 00:00:00,0,J_6-8-45
2020-01-10 00:00:00,1,J_6-8-118
2020-01-10 00:00:00,0,J_3-8-102
2020-01-10 00:00:00,0,J_2-9-76
2020-01-10 00:00:00,0,J_3-9-27
2020-01-10 00:00:00,0,J_3-9-82
2020-01-10 00:00:00,1,J_6-10-139
2020-01-10 00:00:00,0,J_6-10-81
2020-01-10 00:00:00,1,J_4-10-36
2020-01-10 00:00:00,1,J_1-10-91
2020-01-10 00:00:00,0,J_9-10-120
2020-01-10 00:00:00,1,J_6-10-88
2020-01-10 00:00:00,1,J_7-11-49
2020-01-10 00:00:00,0,J_6-11-43
2020-01-10 00:00:00,1,J_1-11-39
2020-01-10 00:00:00,1,J_1-12-126
2020-01-10 00:00:00,0,J_8-13-94
2020-01-10 00:00:00,1,J_6-13-29
2020-01-10 00:00:00,0,J_5-13-98
2020-01-10 00:00:00,1,J_6-13-133
2020-01-10 00:00:00,0,J_6-13-119
2020-01-10 00:00:00,1,J_7-13-60
2020-01-10 00:00:00,1,J_7-14-123
2020-01-10 00:00:00,0,J_6-14-110
2020-01-10 00:00:00,0,J_7-14-144
2020-01-10 00:00:00,1,J_6-15-110
2020-01-10 00:00:00,1,J_2-15-120
2020-01-10 00:00:00,1,J_5-15-66
2020-01-10 00:00:00,0,J_5-16-82
2020-01-10 00:00:00,0,J_9-16-149
2020-01-10 00:00:00,1,J_7-16-129
2020-01-10 00:00:00,1,J_3-16-62
2020-01-10 00:00:00,0,J_2-16-44
2020-01-11 00:00:00,0,J_9-3-65
2020-01-11 00:00:00,0,J_4-3-40
2020-01-11 00:00:00,0,J_2-3-149
2020-01-11 00:00:00,0,J_4-3-118
2020-01-11 00:00:00,0,J_3-4-80
2020-01-11 00:00:00,1,J_7-4-29
2020-01-11 00:00:00,0,J_8-4-148
2020-01-11 00:00:00,0,J_6-5-110
2020-01-11 00:00:00,0,J_6-5-146
2020-01-11 00:00:00,0,J_2-5-133
2020-01-11 00:00:00,0,J_8-5-27
2020-01-11 00:00:00,0,J_9-5-134
2020-01-11 00:00:00,0,J_1-5-143
2020-01-11 00:00:00,1,J_6-5-66
2020-01-11 00:00:00,1,J_5-6-122
2020-01-11 00:00:00,1,J_9-6-60
2020-01-11 00:00:00,0,J_8-7-114
2020-01-11 00:00:00,0,J_5-7-112
2020-01-11 00:00:00,0,J_2-7-70
2020-01-11 00:00:00,1,J_1-7-97
2020-01-11 00:00:00,0,J_6-8-45
2020-01-11 00:00:00,0,J_6-8-118
2020-01-11 00:00:00,0,J_3-8-102
2020-01-11 00:00:00,1,J_2-9-76
2020-01-11 00:00:00,0,J_3-9-27
2020-01-11 00:00:00,0,J_3-9-82
2020-01-11 00:00:00,1,J_6-10-139
2020-01-11 00:00:00,0,J_6-10-81
2020-01-11 00:00:00,0,J_4-10-36
2020-01-11 00:00:00,1,J_1-10-91
2020-01-11 00:00:00,0,J_9-10-120
2020-01-11 00:00:00,1,J_6-10-88
2020-01-11 00:00:00,0,J_7-11-49
2020-01-11 00:00:00,0,J_6-11-43
2020-01-11 00:00:00,1,J_1-11-39
2020-01-11 00:00:00,0,J_1-12-126
2020-01-11 00:00:00,0,J_8-13-94
2020-01-11 00:00:00,0,J_6-13-29
2020-01-11 00:00:00,1,J_5-13-98
2020-01-11 00:00:00,0,J_6-13-133
2020-01-11 00:00:00,1,J_6-13-119
2020-01-11 00:00:00,1,J_7-13-60
2020-01-11 00:00:00,0,J_7-14-123
2020-01-11 00:00:00,0,J_6-14-110
2020-01-11 00:00:00,1,J_7-14-144
2020-01-11 00:00:00,1,J_6-15-110
2020-01-11 00:00:00,0,J_2-15-120
2020-01-11 00:00:00,1,J_5-15-66
2020-01-11 00:00:00,0,J_5-16-82
2020-01-11 00:00:00,0,J_9-16-149
2020-01-11 00:00:00,0,J_7-16-129
2020-01-11 00:00:00,0,J_3-16-62
2020-01-11 00:00:00,0,J_2-16-44
2020-01-11 00:00:00,1,J_8-17-130
2020-01-11 00:00:00,0,J_7-17-136
2020-01-11 00:00:00,0,J_8-17-89
2020-01-12 00:00:00,0,J_3-4-80
2020-01-12 00:00:00,0,J_7-4-29
2020-01-12 00:00:00,0,J_8-4-148
2020-01-12 00:00:00,1,J_6-5-110
2020-01-12 00:00:00,1,J_6-5-146
2020-01-12 00:00:00,0,J_2-5-133
2020-01-12 00:00:00,1,J_8-5-27
2020-01-12 00:00:00,1,J_9-5-134
2020-01-12 00:00:00,1,J_1-5-143
2020-01-12 00:00:00,0,J_6-5-66
2020-01-12 00:00:00,1,J_5-6-122
2020-01-12 00:00:00,0,J_9-6-60
2020-01-12 00:00:00,0,J_8-7-114
2020-01-12 00:00:00,0,J_5-7-112
2020-01-12 00:00:00,0,J_2-7-70
2020-01-12 00:00:00,0,J_1-7-97
2020-01-12 00:00:00,1,J_6-8-45
2020-01-12 00:00:00,0,J_6-8-118
2020-01-12 00:00:00,0,J_3-8-102
2020-01-12 00:00:00,0,J_2-9-76
2020-01-12 00:00:00,0,J_3-9-27
2020-01-12 00:00:00,1,J_3-9-82
2020-01-12 00:00:00,0,J_6-10-139
2020-01-12 00:00:00,1,J_6-10-81
2020-01-12 00:00:00,1,J_4-10-36
2020-01-12 00:00:00,0,J_1-10-91
2020-01-12 00:00:00,1,J_9-10-120
2020-01-12 00:00:00,0,J_6-10-88
2020-01-12 00:00:00,1,J_7-11-49
2020-01-12 00:00:00,0,J_6-11-43
2020-01-12 00:00:00,0,J_1-11-39
2020-01-12 00:00:00,0,J_1-12-126
2020-01-12 00:00:00,1,J_8-13-94
2020-01-12 00:00:00,1,J_6-13-29
2020-01-12 00:00:00,1,J_5-13-98
2020-01-12 00:00:00,1,J_6-13-133
2020-01-12 00:00:00,1,J_6-13-119
2020-01-12 00:00:00,0,J_7-13-60
2020-01-12 00:00:00,1,J_7-14-123
2020-01-12 00:00:00,0,J_6-14-110
2020-01-12 00:00:00,1,J_7-14-144
2020-01-12 00:00:00,0,J_6-15-110
2020-01-12 00:00:00,0,J_2-15-120
2020-01-12 00:00:00,1,J_5-15-66
2020-01-12 00:00:00,0,J_5-16-82
2020-01-12 00:00:00,0,J_9-16-149
2020-01-12 00:00:00,0,J_7-16-129
2020-01-12 00:00:00,0,J_3-16-62
2020-01-12 00:00:00,0,J_2-16-44
2020-01-12 00:00:00,0,J_8-17-130
2020-01-12 00:00:00,0,J_7-17-136
2020-01-12 00:00:00,1,J_8-17-89
2020-01-12 00:00:00,1,J_8-18-61
2020-01-12 00:00:00,1,J_2-18-41
2020-01-12 00:00:00,0,J_9-18-102
2020-01-12 00:00:00,1,J_9-18-91
2020-01-12 00:00:00,1,J_7-18-29
2020-01-12 00:00:00,0,J_5-18-133
2020-01-13 00:00:00,0,J_6-5-110
2020-01-13 00:00:00,0,J_6-5-146
2020-01-13 00:00:00,1,J_2-5-133
2020-01-13 00:00:00,1,J_8-5-27
2020-01-13 00:00:00,1,J_9-5-134
2020-01-13 00:00:00,0,J_1-5-143
2020-01-13 00:00:00,1,J_6-5-66
2020-01-13 00:00:00,0,J_5-6-122
2020-01-13 00:00:00,0,J_9-6-60
2020-01-13 00:00:00,0,J_8-7-114
2020-01-13 00:00:00,0,J_5-7-112
2020-01-13 00:00:00,1,J_2-7-70
2020-01-13 00:00:00,0,J_1-7-97
2020-01-13 00:00:00,1,J_6-8-45
2020-01-13 00:00:00,0,J_6-8-118
2020-01-13 00:00:00,1,J_3-8-102
2020-01-13 00:00:00,1,J_2-9-76
2020-01-13 00:00:00,1,J_3-9-27
2020-01-13 00:00:00,0,J_3-9-82
2020-01-13 00:00:00,0,J_6-10-139
2020-01-13 00:00:00,0,J_6-10-81
2020-01-13 00:00:00,0,J_4-10-36
2020-01-13 00:00:00,0,J_1-10-91
2020-01-13 00:00:00,1,J_9-10-120
2020-01-13 00:00:00,1,J_6-10-88
2020-01-13 00:00:00,0,J_7-11-49
2020-01-13 00:00:00,0,J_6-11-43
2020-01-13 00:00:00,0,J_1-11-39
2020-01-13 00:00:00,1,J_1-12-126
2020-01-13 00:00:00,1,J_8-13-94
2020-01-13 00:00:00,0,J_6-13-29
2020-01-13 00:00:00,1,J_5-13-98
